#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
ASRock B360M PRO4-7.jpg,1438412,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[662,244,244,662,662],""all_points_y"":[930,944,974,988,930]}","{""name"":""GPU""}"
ASRock B360M PRO4-7.jpg,1438412,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[630,272,270,632,632,630],""all_points_y"":[594,608,666,686,588,594]}","{""name"":""SSD""}"
ASRock B360M PRO4-7.jpg,1438412,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[1030,690,684,1032,1034,1034,1030],""all_points_y"":[880,882,964,968,884,872,880]}","{""name"":""SSD""}"
ASRock B360M PRO4-7.jpg,1438412,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[62,66,1050,1048,74,74,56,62,38,26,60,64,60,64,64,64,62,66,56,62],""all_points_y"":[166,46,76,1040,1040,688,670,294,296,158,156,50,106,110,118,126,132,148,152,166]}","{""name"":""MOTHERBOARD""}"
ASRock B360M PRO4-8.jpg,46721,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[157,161,190,205,229,227,157],""all_points_y"":[209,287,296,295,282,201,209]}","{""name"":""CPU""}"
ASRock B360M PRO4-8.jpg,46721,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[267,280,334,321,267],""all_points_y"":[120,330,336,113,120]}","{""name"":""RAM""}"
ASRock B360M PRO4-8.jpg,46721,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[241,244,72,74,241],""all_points_y"":[372,350,363,377,372]}","{""name"":""GPU""}"
ASRock B360M PRO4-8.jpg,46721,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[246,79,79,241,246],""all_points_y"":[454,459,472,476,454]}","{""name"":""GPU""}"
ASRock B360M PRO4-8.jpg,46721,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[229,224,86,87,229],""all_points_y"":[343,310,322,352,343]}","{""name"":""SSD""}"
ASRock B360M PRO4-8.jpg,46721,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[388,264,269,389,388],""all_points_y"":[426,429,451,453,426]}","{""name"":""SSD""}"
ASRock B360M PRO4-8.jpg,46721,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[1,17,393,369,1],""all_points_y"":[112,486,485,108,112]}","{""name"":""MOTHERBOARD""}"
asrock b365m pro4-1.jpg,658754,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[535,536,600,668,728,725,535],""all_points_y"":[225,447,484,481,445,224,225]}","{""name"":""CPU""}"
asrock b365m pro4-1.jpg,658754,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[843,849,999,993,843],""all_points_y"":[17,612,619,12,17]}","{""name"":""RAM""}"
asrock b365m pro4-1.jpg,658754,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[317,320,751,753,317],""all_points_y"":[652,685,693,637,652]}","{""name"":""GPU""}"
asrock b365m pro4-1.jpg,658754,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[751,323,325,756,751],""all_points_y"":[893,901,929,947,893]}","{""name"":""GPU""}"
asrock b365m pro4-1.jpg,658754,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[337,342,735,729,337],""all_points_y"":[707,793,787,699,707]}","{""name"":""SSD""}"
asrock b365m pro4-1.jpg,658754,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[153,151,146,136,139,150,145,118,118,142,140,125,125,139,151,1076,1077,153],""all_points_y"":[5,5,18,22,88,89,192,193,345,347,582,585,610,619,989,994,4,5]}","{""name"":""MOTHERBOARD""}"
asrock b365m pro4-2.jpg,10268,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[117,118,128,143,153,154,117],""all_points_y"":[43,86,94,93,86,45,43]}","{""name"":""CPU""}"
asrock b365m pro4-2.jpg,10268,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[177,177,205,205,177],""all_points_y"":[1,117,116,1,1]}","{""name"":""RAM""}"
asrock b365m pro4-2.jpg,10268,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[76,76,147,147,76],""all_points_y"":[124,132,133,124,124]}","{""name"":""GPU""}"
asrock b365m pro4-2.jpg,10268,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[75,75,159,159,75],""all_points_y"":[172,182,181,172,172]}","{""name"":""GPU""}"
asrock b365m pro4-2.jpg,10268,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[82,83,155,155,82],""all_points_y"":[136,155,154,134,136]}","{""name"":""SSD""}"
asrock b365m pro4-2.jpg,10268,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[42,43,43,34,35,42,42,223,220,42],""all_points_y"":[4,0,38,38,68,68,193,192,2,4]}","{""name"":""MOTHERBOARD""}"
asrock b365m pro4-3.jpg,55073,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[291,292,331,355,384,382,291],""all_points_y"":[116,221,236,235,216,107,116]}","{""name"":""CPU""}"
asrock b365m pro4-3.jpg,55073,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[437,438,513,508,437],""all_points_y"":[7,293,296,3,7]}","{""name"":""RAM""}"
asrock b365m pro4-3.jpg,55073,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[183,185,361,361,183],""all_points_y"":[310,328,327,311,310]}","{""name"":""GPU""}"
asrock b365m pro4-3.jpg,55073,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[187,186,394,393,187],""all_points_y"":[433,448,454,426,433]}","{""name"":""GPU""}"
asrock b365m pro4-3.jpg,55073,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[196,197,382,379,196],""all_points_y"":[336,380,380,332,336]}","{""name"":""SSD""}"
asrock b365m pro4-3.jpg,55073,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[103,103,88,87,101,104,550,547,103],""all_points_y"":[3,93,95,164,167,472,477,4,3]}","{""name"":""MOTHERBOARD""}"
asrock b365m pro4-4.jpg,49552,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[238,235,238,259,270,287,287,239,238],""all_points_y"":[163,159,239,255,251,241,156,158,163]}","{""name"":""CPU""}"
asrock b365m pro4-4.jpg,49552,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[316,314,354,358,374,316],""all_points_y"":[86,285,288,98,91,86]}","{""name"":""RAM""}"
asrock b365m pro4-4.jpg,49552,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[170,171,298,299,170],""all_points_y"":[309,324,323,303,309]}","{""name"":""GPU""}"
asrock b365m pro4-4.jpg,49552,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[172,173,298,295,172],""all_points_y"":[402,416,418,397,402]}","{""name"":""GPU""}"
asrock b365m pro4-4.jpg,49552,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[268,268,204,206,266,268],""all_points_y"":[334,334,333,360,363,334]}","{""name"":""SSD""}"
asrock b365m pro4-4.jpg,49552,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[114,113,385,387,398,397,386,386,392,389,393,397,385,387,114],""all_points_y"":[61,447,433,375,372,327,324,296,292,239,238,168,166,88,61]}","{""name"":""MOTHERBOARD""}"
asrock b365m pro4-5.jpg,87696,"{}",0,0,"{}","{}"
asrock b365m pro4-6.jpg,32833,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[366,366,369,393,425,452,450,366],""all_points_y"":[279,279,377,394,393,375,275,279]}","{""name"":""CPU""}"
asrock b365m pro4-6.jpg,32833,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[504,506,569,565,504],""all_points_y"":[180,449,450,182,180]}","{""name"":""RAM""}"
asrock b365m pro4-6.jpg,32833,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[267,268,267,461,461,267],""all_points_y"":[465,465,482,483,462,465]}","{""name"":""GPU""}"
asrock b365m pro4-6.jpg,32833,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[270,269,458,461,270],""all_points_y"":[581,593,596,575,581]}","{""name"":""GPU""}"
asrock b365m pro4-6.jpg,32833,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[449,273,275,452,449],""all_points_y"":[487,491,534,529,487]}","{""name"":""SSD""}"
asrock b365m pro4-6.jpg,32833,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[191,190,176,176,191,192,609,609,191],""all_points_y"":[177,266,264,331,330,618,622,178,177]}","{""name"":""MOTHERBOARD""}"
asrock b365m pro4-7.jpg,1062390,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[315,314,350,398,433,435,315],""all_points_y"":[172,313,339,338,310,165,172]}","{""name"":""CPU""}"
asrock b365m pro4-7.jpg,1062390,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[520,518,625,619,520],""all_points_y"":[17,420,425,20,17]}","{""name"":""RAM""}"
asrock b365m pro4-7.jpg,1062390,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[167,165,465,462,167],""all_points_y"":[447,468,473,437,447]}","{""name"":""GPU""}"
asrock b365m pro4-7.jpg,1062390,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[160,159,464,462,160],""all_points_y"":[617,640,647,607,617]}","{""name"":""GPU""}"
asrock b365m pro4-7.jpg,1062390,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[442,164,163,443,442],""all_points_y"":[480,475,544,540,480]}","{""name"":""SSD""}"
asrock b365m pro4-7.jpg,1062390,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[32,32,14,14,30,44,28,24,20,59,53,677,669,32],""all_points_y"":[12,144,143,229,229,333,333,393,433,434,677,677,13,12]}","{""name"":""MOTHERBOARD""}"
asrock b365m pro4-8.jpg,410499,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[564,465,448,448,462,576,573,557,564],""all_points_y"":[250,249,276,311,324,328,249,249,250]}","{""name"":""CPU""}"
asrock b365m pro4-8.jpg,410499,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[676,386,382,677,676],""all_points_y"":[369,381,441,449,369]}","{""name"":""RAM""}"
asrock b365m pro4-8.jpg,410499,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[358,342,370,370,358],""all_points_y"":[150,330,330,152,150]}","{""name"":""GPU""}"
asrock b365m pro4-8.jpg,410499,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[236,217,245,254,236],""all_points_y"":[146,326,328,149,146]}","{""name"":""GPU""}"
asrock b365m pro4-8.jpg,410499,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[293,337,353,300,293],""all_points_y"":[328,329,158,157,328]}","{""name"":""SSD""}"
asrock b365m pro4-8.jpg,410499,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[213,176,689,683,672,672,392,382,213],""all_points_y"":[93,493,499,93,90,68,58,97,93]}","{""name"":""MOTHERBOARD""}"
ASRock H310CM-HDV Plus-1.jpg,192989,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[223,223,222,257,292,323,324,223],""all_points_y"":[104,104,213,238,238,216,101,104]}","{""name"":""CPU""}"
ASRock H310CM-HDV Plus-1.jpg,192989,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[379,376,418,415,378,378,378,378,378,377,379],""all_points_y"":[39,344,345,32,32,47,46,51,53,62,39]}","{""name"":""RAM""}"
ASRock H310CM-HDV Plus-1.jpg,192989,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[149,148,375,377,149],""all_points_y"":[387,406,416,382,387]}","{""name"":""GPU""}"
ASRock H310CM-HDV Plus-1.jpg,192989,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[55,56,39,41,62,58,462,460,55],""all_points_y"":[12,58,62,131,136,489,490,9,12]}","{""name"":""MOTHERBOARD""}"
ASRock H310CM-HDV Plus-2.jpg,89937,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[225,225,225,256,296,325,323,225],""all_points_y"":[103,108,214,238,240,216,104,103]}","{""name"":""CPU""}"
ASRock H310CM-HDV Plus-2.jpg,89937,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[376,379,419,417,374,376],""all_points_y"":[42,348,347,33,37,42]}","{""name"":""RAM""}"
ASRock H310CM-HDV Plus-2.jpg,89937,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[150,150,380,379,150],""all_points_y"":[391,404,417,387,391]}","{""name"":""GPU""}"
ASRock H310CM-HDV Plus-2.jpg,89937,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[52,54,40,39,55,58,460,458,54,52],""all_points_y"":[15,59,60,131,132,485,487,9,8,15]}","{""name"":""MOTHERBOARD""}"
ASRock H310CM-HDV Plus-3.jpg,75875,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[239,239,241,267,302,328,328,239],""all_points_y"":[110,110,212,231,232,213,104,110]}","{""name"":""CPU""}"
ASRock H310CM-HDV Plus-3.jpg,75875,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[369,377,419,415,369],""all_points_y"":[43,332,336,43,43]}","{""name"":""RAM""}"
ASRock H310CM-HDV Plus-3.jpg,75875,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[181,179,388,385,181],""all_points_y"":[386,408,402,369,386]}","{""name"":""GPU""}"
ASRock H310CM-HDV Plus-3.jpg,75875,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[79,80,64,66,81,86,443,443,448,449,441,440,438,79],""all_points_y"":[7,54,56,134,137,492,462,421,418,359,355,196,25,7]}","{""name"":""MOTHERBOARD""}"
ASRock Z390 EXTREME4-1.jpg,4242,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[43,43,47,53,52,43],""all_points_y"":[18,30,33,29,18,18]}","{""name"":""CPU""}"
ASRock Z390 EXTREME4-1.jpg,4242,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[57,57,65,65,57],""all_points_y"":[8,38,38,6,8]}","{""name"":""RAM""}"
ASRock Z390 EXTREME4-1.jpg,4242,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[28,27,48,48,28],""all_points_y"":[48,45,46,41,48]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-1.jpg,4242,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[28,28,47,47,28],""all_points_y"":[55,60,59,55,55]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-1.jpg,4242,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[30,30,29,48,48,30],""all_points_y"":[49,49,54,54,49,49]}","{""name"":""SSD""}"
ASRock Z390 EXTREME4-1.jpg,4242,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[17,19,73,73,17],""all_points_y"":[5,71,70,4,5]}","{""name"":""MOTHERBOARD""}"
ASRock Z390 EXTREME4-2.jpg,424157,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[564,560,601,657,694,695,564],""all_points_y"":[238,397,422,424,393,238,238]}","{""name"":""CPU""}"
ASRock Z390 EXTREME4-2.jpg,424157,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[763,766,873,868,763],""all_points_y"":[98,527,527,103,98]}","{""name"":""RAM""}"
ASRock Z390 EXTREME4-2.jpg,424157,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[376,376,677,673,376],""all_points_y"":[581,608,621,579,581]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-2.jpg,424157,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[375,378,680,678,375],""all_points_y"":[754,786,795,749,754]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-2.jpg,424157,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[646,393,393,651,646],""all_points_y"":[635,630,707,709,635]}","{""name"":""SSD""}"
ASRock Z390 EXTREME4-2.jpg,424157,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[248,248,223,221,248,248,231,228,257,257,955,954,248],""all_points_y"":[68,155,157,240,246,430,435,506,523,947,938,73,68]}","{""name"":""MOTHERBOARD""}"
ASRock Z390 EXTREME4-3.jpg,42991,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[303,301,325,352,376,374,303],""all_points_y"":[93,177,194,194,181,90,93]}","{""name"":""CPU""}"
ASRock Z390 EXTREME4-3.jpg,42991,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[413,412,470,469,410,412,413],""all_points_y"":[23,253,256,14,13,29,23]}","{""name"":""RAM""}"
ASRock Z390 EXTREME4-3.jpg,42991,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[200,202,362,362,200],""all_points_y"":[281,295,298,274,281]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-3.jpg,42991,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[202,201,364,365,202],""all_points_y"":[375,392,397,373,375]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-3.jpg,42991,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[204,209,353,348,204],""all_points_y"":[305,346,348,307,305]}","{""name"":""SSD""}"
ASRock Z390 EXTREME4-3.jpg,42991,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[130,133,115,118,129,132,123,123,138,140,517,515,130],""all_points_y"":[3,49,49,100,99,202,205,243,249,476,474,7,3]}","{""name"":""MOTHERBOARD""}"
ASRock Z390 EXTREME4-4.jpg,129389,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[658,659,617,643,688,733,784,658],""all_points_y"":[243,244,370,406,415,400,273,243]}","{""name"":""CPU""}"
ASRock Z390 EXTREME4-4.jpg,129389,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[887,761,866,992,887],""all_points_y"":[162,519,553,198,162]}","{""name"":""RAM""}"
ASRock Z390 EXTREME4-4.jpg,129389,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[380,371,638,659,380],""all_points_y"":[472,496,591,549,472]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-4.jpg,129389,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[316,305,583,598,316],""all_points_y"":[628,652,748,709,628]}","{""name"":""GPU""}"
ASRock Z390 EXTREME4-4.jpg,129389,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[460,697,716,478,460],""all_points_y"":[481,555,507,436,481]}","{""name"":""SSD""}"
ASRock Z390 EXTREME4-4.jpg,129389,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[436,438,408,384,372,374,280,296,138,800,1074,832,780,628,614,516,478,442,438,426,428,428,428,428,452,436],""all_points_y"":[4,2,72,92,144,156,350,402,774,998,202,136,84,58,80,64,0,0,2,22,18,28,32,32,8,4]}","{""name"":""MOTHERBOARD""}"
ASRock Z390 EXTREME4-5.jpg,3536398,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[933,939,1077,1168,1296,1301,933],""all_points_y"":[693,1163,1285,1285,1189,709,693]}","{""name"":""CPU""}"
